,Unnamed: 0,Neighborhood,population between 18 and 34_n,population between 35 to 64_n,population 65 and over_n,Population white_n,population black_n,Population asian_n,population hispanic_n,population other _n,family households_n,nonfamily households_n,population education high school_n,population education bachelors_n,population education masters_n,population education phd_n,household income less than 10_n,owner  occupied units_n,renter occupied units_n,cars per capita,transportation car_n,transportation public_n,tranportation motorcycle_n,total workers,household income form 10 to 40_n,household income form 40 to 75_n,household income 75 and above_n,house value for 20 to 100_n,house value for 100 to 500_n,house value 500 or more_n,rent bewteen 300 and 1000_n,rent bewteen 1000 and 2000_n,Transportation Other means_n
61,61,Far Rockaway-Bayswater,4188.60143058,6559.29737482,2254.10119394,4124.5378052,4531.66597653,999.15755679,2981.3897916,365.248867398,9093.597557,3896.40244436,3091.45697014,1883.52214852,909.33011294,98.257171328,2117.84467284,5190.02340216,6536.16667783,2616.54901013,4184.22128065,2244.73815422,35.031337697,13026,5653.2371401,4582.7425739,7017.36888445,774.187608531,7786.2756315,4333.53676016,4013.65668367,7528.06521396,721.423607024
62,62,Flatbush,7501.73969456,11157.277941,3610.98236376,7568.79497606,7328.63310346,2570.77241797,4295.43237794,506.367123119,14811.7100242,7431.28997641,5429.46628765,3564.28967391,1666.65242514,187.797578671,3748.29963375,7200.84936304,12897.9316912,4874.52304112,5082.51923656,4521.52331495,62.275476056,22324,11181.3966126,8579.47003793,11521.7182781,1192.15783564,10049.618287,10586.2238778,6664.44536397,13646.4397734,1307.89318842
63,63,Flatlands,6192.33936945,9761.17793484,3350.4826963,7706.26247582,5716.01221518,2042.88909976,3444.34815263,394.48805527,13206.7379691,6083.26202975,4815.05787754,3164.42264801,1460.39027182,151.891382711,3015.92174608,7372.05215577,10131.8820565,4170.45957675,5146.08893454,3773.85116076,40.097018768,19342,9101.35504885,7097.12691193,10091.1637639,1068.89615988,9074.15119442,8824.95264606,5740.80058388,11853.092519,1053.29612451
64,64,Flushing,14936.8199569,24019.0135425,8111.16650197,14222.8407403,5686.64690336,14366.2918188,11393.5067199,1397.71381926,31999.5447445,15012.455255,10771.8153776,8155.22607679,3660.07619232,450.561902759,6696.52160667,18099.4520402,24463.8240756,9643.04464473,13086.8044501,8871.42362849,98.336646046,47155,21978.0026864,17701.6960009,27238.8527629,2597.55074814,22537.7044449,21402.7448071,11950.3397044,28599.0303035,3103.54803508
65,65,Fordham South,1366.0096287,1929.9583782,566.03199324,809.60085525,969.38876675,239.88481517,1766.1655702,76.959992285,2547.0092734,1308.9907266,869.67147503,497.83439913,229.21873192,30.380752357,849.74452692,911.5969655,2594.9807022,749.42287078,865.99018482,705.75371874,5.879468014,3868,2202.29393441,1398.75010147,1671.03960257,448.39033526,2176.11127101,1055.49839417,1430.89372971,2124.92022169,236.438336895
66,66,Forest Hills,15944.2505571,25416.9667632,8579.78268112,17656.2140586,10652.8900151,7385.07521656,12739.4223795,1507.39832896,33564.0142813,16260.9857167,11633.279158,8540.91140364,4034.96072356,484.14529056,7321.57315661,19574.618312,25589.6474697,10624.7860757,14187.8385006,9853.08284106,96.10690443,50066,22878.0744824,18982.248928,28860.8270349,2867.05293582,27155.7273928,19070.2196705,13479.9297764,30337.2480947,2723.09195988
67,67,Fort Greene,9379.2650193,13527.1845732,4282.55040859,9716.75490418,8192.25087634,2790.47266279,5787.37922561,702.142331524,17095.0881194,10060.9118806,5999.50084949,4987.44340891,2490.65081119,304.770227823,4475.31443806,9359.8451265,14995.4492048,5860.80482172,6759.53417927,5690.10943404,99.61088516,27245,13106.5238376,10786.9631244,18504.9113552,1585.4341776,12554.1445747,12612.4212489,7880.6043202,15225.9244568,1800.17566949
68,68,Fresh Meadows-Utopia,2774.59037993,4601.42850731,1531.98111376,3057.3907742,1781.89456272,1706.06229915,2033.08369179,329.568671352,6201.3903319,2698.60966799,2110.5636185,1531.60144189,716.1399405,79.948155418,1096.85651418,4035.13936527,4100.59431987,1863.98880427,3000.93403276,1684.19508386,13.968668651,8924,3744.65546752,3280.67379118,5353.14463689,504.364552091,4784.91513965,3535.72030746,2144.02094274,5520.86147689,422.814712921
69,69,Ft. Totten-Bay Terrace-Clearview,1867.52925876,3153.5145,1123.95624103,2412.9854175,974.86743445,1069.20585153,1508.79975809,179.141538264,4210.95421097,1924.04578826,1400.60936718,1104.8009256,523.068850122,62.982212578,749.96955378,2882.61911905,2703.22789032,1253.36694875,2148.95267018,1150.86887019,10.776649915,6155,2544.93704638,2218.56448525,3885.93288057,342.300139984,3129.63349318,2598.06636708,1473.38028263,3562.93115201,311.382924378
70,70,Georgetown-Marine Park-Bergen Beach-Mill Basin,4068.46444954,6645.19237265,2270.34317803,5580.89011139,3575.46394399,1374.52624869,2170.83548371,282.284211743,8967.37932495,4007.62067582,3244.28431219,2166.82291964,1037.86366174,104.007627949,1845.3031693,5558.04611044,6208.50165739,2799.47274978,3854.66024016,2524.8761911,26.401225274,13015,5740.5806956,4702.67435897,7197.33342497,689.146568304,6049.79255603,6042.06087518,3650.42022523,8004.80871481,687.469824601
71,71,Glen Oaks-Floral Park-New Hyde Park,6249.1693758,11351.9282421,3991.90238207,9584.8513618,4242.36744461,3088.06827549,4007.60150316,670.11141593,15555.6339587,6005.3660423,5038.6372236,3987.24205177,2046.31336828,230.731366994,1933.3530655,12638.0109306,7219.0018436,3872.78106197,9628.5767236,3959.59067733,29.238961665,21608,7256.40645024,7106.90608689,15127.4812241,983.011586933,12756.8016861,7703.18672815,4595.27759861,12489.7869309,959.633601585
72,72,Glendale,3227.98907501,5137.34480678,1652.66611894,4035.77930568,1830.71205408,1149.62971117,2724.7780603,277.100868478,6837.10669217,3164.89330783,2520.65659306,1626.83001258,753.157300589,79.018429918,1297.96990194,4258.55929369,4768.23271932,2124.99168931,3172.65130675,1976.40350393,24.42219769,10061,4237.73639806,3736.16505045,6118.19301008,523.501649644,5351.68236983,4004.81598007,2417.58699039,6283.54055655,515.343367376
73,73,Gramercy,20520.380406,28980.57745,9325.0421411,25088.63529,10752.994431,6840.7000684,14620.925762,1522.7444502,35089.865594,23694.134407,11579.63774,12237.400592,6129.02147,847.6169888,10027.35578,20025.1672,32688.494225,12234.407925,15119.878139,12250.845872,215.45435296,58930,29090.6287739,24313.1806944,49461.9380932,3608.3067245,26626.3947387,27129.2985384,16097.8105787,31125.594159,4908.2515253
74,74,Grasmere-Arrochar-Ft. Wadsworth,1209.4817505,2142.5623453,714.95590408,2415.9279308,418.6191545,454.27053125,702.74585621,75.436527252,2873.9414839,1191.0585161,1016.96939918,731.02593854,360.22256793,40.2431638,441.37510994,2222.0762961,1469.11211024,893.26771954,1565.26513578,717.9008669,6.10034921,4075,1479.74765516,1344.58482505,2774.06461326,166.481512164,2269.2540608,1583.26442707,1126.59384307,2410.85251209,190.974582981
75,75,Gravesend,2432.9276972,3896.1793527,1427.89295036,3650.1891585,1555.09923827,1086.29899073,1311.65206889,153.760543088,5265.7729376,2486.2270624,1921.56150045,1332.84425678,612.09597513,66.389515023,1222.68198527,2971.0873307,4046.2241346,1647.21060962,2019.75349142,1490.71406041,17.426147191,7778,3714.23823432,2829.69974077,4136.8481574,459.138421715,3347.84496713,3873.01661117,2369.16492763,4657.7573545,453.234551477
76,76,Great Kills,3556.33282115,6264.00512371,2042.66205462,6765.59639786,1590.50068135,1053.65937137,2237.67062669,215.572922428,8638.1099294,3210.89007068,3170.59988669,1949.27873826,924.790562943,84.295425652,1350.27382191,6831.5533738,4036.22887077,2644.11108503,4830.4723308,2054.03996686,11.793464932,11868,4173.92834826,3730.93456682,7515.73728724,470.856819387,7288.59135748,4034.55182409,3624.3890867,6862.8551718,416.932201661
77,77,Greenpoint,8128.1142017,11014.2197917,3376.66600621,9858.0516763,3692.82816095,2605.34448012,5811.92472329,550.850959623,13768.208342,8729.7916578,4876.73137296,4396.54927644,2044.88211315,228.708674791,3721.27099241,7345.3013207,12873.6951014,4896.79083026,5559.85002621,4774.54414724,118.330006669,22604,11173.8659853,9373.9724846,16031.8377871,1277.53839255,9812.99310717,11077.4685011,6113.16908429,12782.4074398,1616.76323141
78,78,Grymes Hill-Clifton-Fox Hills,1259.33246171,2109.1583483,684.50919033,2225.9434837,606.1381562,362.69464178,772.885356,85.338362306,2797.1381289,1249.86187151,983.13320872,723.65538036,363.98256801,42.525115407,476.95759911,2130.4337952,1535.70202693,852.21557,1592.19317205,735.65643423,7.379627184,4065,1501.75040022,1395.53095699,2882.50129838,171.711349901,2322.39590639,1528.89274406,1174.16759752,2297.25079547,195.059892828
79,79,Hamilton Heights,2117.7035751,2919.6666658,894.62975914,1507.0312741,1408.7457711,523.81027977,2349.0935985,143.31907604,3598.2425832,2325.7574172,1236.44103096,959.56204129,456.29264196,65.428540862,1311.9449926,1374.2575098,3943.8597204,1234.420747,1153.12133417,1185.01392367,15.547622672,5956,3450.78522487,2408.40582348,3385.81689212,661.52808719,2895.53859207,2198.93332132,2114.41091149,3107.85413934,421.222088882
80,80,Hammels-Arverne-Edgemere,1470.56733946,2439.79914257,781.63351808,1256.99593814,1900.99333728,362.64073843,1013.15496916,158.215016251,3281.1661846,1408.83381547,1162.97231849,652.13042604,288.948700944,27.719812616,714.17663625,1899.84109948,2300.67289691,995.20573807,1475.73870399,835.69432475,10.530469008,4702,2076.43977196,1727.57633538,2426.57921437,339.74240668,2961.90463719,1363.35295607,1583.2711861,2648.53532655,207.782246985
81,81,Highbridge,1359.8561684,1894.5983914,543.5454401,703.99286697,1010.66406099,206.69952769,1801.5083751,75.135169095,2462.2678891,1326.7321109,848.57692081,472.22071183,215.01012901,26.886238615,867.87727426,746.49826577,2693.3097602,753.51235402,730.45926674,697.67752706,6.573826853,3800,2268.19214984,1387.39448491,1575.12447643,385.34270262,2123.44624336,999.21105373,1471.37392307,2020.44031634,236.886631765
82,82,Hollis,725.581201522,1183.59893505,377.819863519,477.90867984,866.606165372,339.395640445,495.561434632,107.528079754,1645.5501932,637.449806806,574.888030685,345.804381849,153.962548214,16.12099156,272.082290611,1079.74069527,1010.87463153,506.882582432,741.903761945,430.698702533,3.446190689,2295,931.236091317,821.330373472,1269.54745805,136.761420574,1442.1519576,684.086621806,585.105949724,1400.45301467,101.108918094
83,83,Homecrest,5712.32036857,9188.06959436,3530.61003725,9980.64740413,2769.77103381,2481.40237674,2849.59874864,349.580435138,12383.1149329,6028.88506713,4502.5835596,3350.95131502,1541.69491551,186.956667365,2991.44074401,6892.75650573,9755.03010585,3813.08118249,4728.36086626,3515.56844193,40.827949906,18465,9082.00447536,6756.77174693,9757.80579909,1082.96929753,7339.06239176,9810.96830954,5441.59964446,11176.8695607,1172.17918808
84,84,Hudson Yards-Chelsea-Flatiron-Union Square,133893.36626,185320.145801,59004.4879547,170220.917127,64194.3637562,44054.0038803,89759.5319419,9989.18327449,218563.665061,159362.334941,69953.1823142,83817.3073434,43112.9279322,6205.48706829,64297.9053068,125169.972055,212230.923083,78568.6281634,94144.8829629,80393.7370111,1587.69622317,378626,187482.740703,158277.300088,344613.177631,22568.6502462,161658.122097,185727.227658,101578.718147,191504.367006,34937.5587522
85,85,Hunters Point-Sunnyside-West Maspeth,42910.8273902,63137.0627567,19836.1098594,41305.7347509,27362.0607292,16233.2019111,37567.2734759,3415.72912821,81594.20228,44154.7977222,28412.6947505,21440.2760952,10067.8322866,1239.49179552,20770.6560571,42637.2624783,70850.5169079,26454.5628877,32752.0909483,25263.7975294,344.47981409,126160,61897.3342059,48896.9564259,78056.0221071,8243.06000986,64162.4629775,50643.4770138,36571.7834457,71765.3264002,8070.76282838
86,86,Hunts Point,11450.5400123,16277.066151,4941.39383772,7615.30307754,7390.28134583,2310.67585413,14657.0404661,695.699255836,21709.9545151,10911.0454828,7414.47673439,4316.67498847,1925.142224,245.767374828,6944.71987062,8395.1826489,21113.0526057,6348.44640851,7587.17037848,6002.93535587,57.284848396,32711,18078.7498227,11721.5614869,14583.1514491,3363.32279087,18667.0853964,9327.59181249,12248.4993161,17362.4061104,1955.85913964
87,87,Jackson Heights,7348.24990845,10952.1265036,3440.62358712,6230.83136661,4033.72641106,3499.97847337,7324.73837791,651.725370805,14390.6457954,7307.35420477,5039.65814424,3600.91214507,1636.11400141,191.540267604,3215.81104817,7708.31261856,11944.7827009,4774.05316547,5565.0158622,4431.22153127,56.043055207,21839,10518.4171328,8546.29832947,12721.5170491,1315.50072911,11540.4553505,8406.04392056,5725.06706047,13189.9885016,1289.65462101
88,88,Jamaica,13354.8350314,20623.0402086,6460.12476015,9571.76651156,11956.783821,6037.1354805,11118.9315584,1753.38262485,28308.9181356,12028.0818643,9985.30687863,5996.24447137,2642.38603493,287.298638048,5985.06872264,15556.2489763,21083.5740012,8857.92327483,11004.8153271,7869.1240397,70.848064697,40545,18523.9534404,14937.8166416,20792.4138112,2462.49742455,23241.5381811,13966.9643934,11462.7617706,24722.1781775,2004.18371679
89,89,Jamaica Estates-Holliswood,1983.58223305,3306.14546275,1124.27230391,1942.23920616,1471.96831407,1263.0445748,1432.14896243,304.598942613,4530.59138121,1869.40861892,1478.3926386,1118.9090222,542.029335675,61.309164082,692.049691522,3089.64663249,2772.6471808,1384.39121963,2142.19621517,1245.11356716,9.767332715,6431,2556.01322356,2345.98357415,3917.35000099,316.769548249,3604.36037528,2431.87007675,1468.29774932,4000.48491577,302.751421232
90,90,Kensington-Ocean Parkway,2825.8806556,4014.3267996,1305.79254483,3351.4077705,1846.25037565,1012.35216019,1758.14810958,177.841584128,5504.8726576,2635.1273419,1967.29580928,1262.04691874,600.52648482,71.36792068,1370.71071031,2414.0612068,4959.8163263,1723.00026374,1718.31796357,1589.80175988,22.198730147,8162,4312.42739157,2993.83673892,3894.66349846,479.442939933,3420.46044275,4082.09661774,2456.47160371,4936.11903851,596.785521639
91,91,Kew Gardens,3664.2844755,5643.3184054,1795.39711859,3397.6087559,2699.86758891,1607.33586295,2988.94962348,409.23816863,7537.3479055,3541.6520945,2618.77721264,1805.23473374,861.75011648,96.995295122,1580.43510008,4295.3364976,5739.2871697,2388.50130681,3139.30931916,2190.37550331,21.841034047,11148,5039.69415551,4225.67212798,6352.77249967,637.330605319,6116.44575812,4149.22363737,2946.54676732,6845.19167274,599.938255858
92,92,Kew Gardens Hills,3308.1733377,5041.33819356,1652.48846877,3326.83425796,2111.3701895,1642.28244878,2575.62142875,345.891674978,6794.59012302,3187.40987718,2316.36088763,1677.60025083,806.704205214,97.373165263,1401.59656429,3966.46204902,5090.70297998,2137.0905272,2872.35803859,1942.15006145,19.301848292,10041,4523.33785026,3794.74972003,5698.93987862,549.824048018,5307.37906764,3989.7968844,2610.72554853,6149.1600545,534.26000892
93,93,Kingsbridge Heights,3725.559719,5459.194568,1715.24571323,2565.26263429,3017.7369882,720.85119048,4357.5349621,238.614225128,7063.7987236,3820.2012768,2432.2747704,1564.77779206,753.88469324,103.957635028,2151.5567912,3011.2176033,6850.8323486,2150.9951909,2664.6942173,2033.51155684,16.959649337,10915,5908.34901341,4111.9284065,5472.37962521,1191.00212678,6166.06042356,3130.93744888,3806.30499594,6046.82278845,655.661966098
94,94,Laurelton,1296.26365192,2059.19639385,638.539954329,716.979953106,1689.39152878,487.418911547,913.405276653,186.804329808,2908.32884282,1075.67115758,1007.19522093,573.561065284,247.254079702,24.172096013,452.09815526,1831.06501307,1810.8143598,909.013461243,1254.66013114,770.486214358,5.998382069,4004,1613.1081097,1436.51469601,2142.8064263,230.5774172,2537.21204056,1187.21054218,1001.08321108,2500.37488048,161.496483295
95,95,Lenox Hill-Roosevelt Island,33705.4501956,48489.9548733,16309.5949303,40379.2295846,18872.4690907,11489.6169261,25240.4531476,2523.23125483,58212.4366045,40193.5633965,18801.6769636,20599.7555297,10585.7842891,1820.79672751,16506.547557,31698.7001831,56025.9238959,20450.5941552,24070.7373432,20553.6275745,288.499092064,98617,47674.4621505,40500.7536267,81449.2201315,6616.66563883,44975.7088436,44745.6255099,26529.9940473,52125.5099783,8771.61798471
96,96,Lincoln Square,29459.6305368,42098.377457,13687.9920023,34811.0572153,15531.681342,9451.7784457,23296.2848897,2155.19810282,50197.623339,34956.3766606,16262.2066685,17405.5789066,9304.3200381,1412.95294451,15224.4992735,26548.6070683,49358.583884,17750.5016096,20015.0985334,17914.0015792,292.798499766,85317,43037.7531818,34627.9610058,69075.7453368,5797.45382981,37562.8929642,39809.6532117,24521.4623578,43909.8740432,7193.28082397
97,97,Lindenwood-Howard Beach,1812.6822217,3106.2074238,1116.11035423,2690.6797989,946.25764192,765.33502193,1416.9673728,215.760164895,4299.8480203,1724.1519794,1553.96667117,998.83635839,445.59191237,48.309110099,661.69936694,3025.2674242,2435.3428193,1291.70038983,2153.9759067,1147.59287649,10.835579799,6043,2370.96238287,2140.78684971,3667.73536597,316.86032557,3125.32207753,2545.81759676,1341.1573105,3999.4234885,265.188388264
98,98,Longwood,1673.690717,2307.5863224,682.72296079,871.6439627,1257.0591522,329.28422557,2104.066105,101.94655457,3041.7039492,1617.2960508,1042.7253249,603.31414235,273.57484189,36.310271704,1067.3262715,1041.0887245,3166.029593,947.9130371,926.7138733,875.227211,8.652002026,4686,2672.531362,1723.59389448,2064.53240558,520.41867931,2664.91421793,1275.66710328,1822.3872697,2413.8580147,282.406015183
99,99,Lower East Side,5451.34843055,7610.93412114,2466.71744852,5400.46120932,3147.15757367,2306.95687467,4252.54335267,421.880988846,9291.47293522,6210.52706489,3212.65543352,2945.58499214,1363.17708303,190.758424973,3029.16235297,4326.57386259,9639.06651909,3263.2707393,3085.98534717,3141.55857908,76.513152522,15597,8550.57011545,6389.57851543,10822.7105938,1083.04969411,6648.66512779,7180.2851787,5206.52398985,7920.95125983,1367.32631897
100,100,Madison,3687.51478179,6189.6633968,2347.82182145,6388.85204528,2200.10525792,1667.39169482,1750.46183443,218.189166716,8224.32467688,3981.6753234,2966.82477896,2272.38290593,1026.20328587,121.716136234,1952.00345479,4745.28289016,6325.1284629,2603.12214202,3160.96314726,2377.56348344,24.503156994,12250,5837.01654152,4481.55233867,6556.32636763,677.27778709,5038.51702624,6368.20518699,3627.09709017,7482.0875257,715.377377062
101,101,Manhattanville,3485.3579143,4818.005452,1484.63663371,2581.6221578,2481.98460014,845.18510028,3634.4693775,244.738763773,6104.6489145,3665.351086,2090.49085031,1560.69636139,759.96359732,106.699728802,2077.92648305,2563.37467941,6256.8175981,2011.63430412,2121.9322212,1940.43079542,23.632693619,9808,5396.28964273,3852.35623104,5613.62638325,948.24393502,4973.97302068,3440.78304518,3412.81056162,5161.11280818,657.699831937
102,102,Marble Hill-Inwood,3074.0020692,4303.695285,1279.30264582,1968.4080622,1724.5487386,527.4991048,4258.2122079,178.331885713,5478.8275043,3170.1724964,1818.0364028,1268.26482171,612.03279497,84.818646821,1791.68609995,1831.3881753,6034.925678,1740.13377073,1739.3681055,1647.44786391,16.48940609,8670,4984.04705393,3327.9789813,4315.79781659,961.47608057,4649.91249377,2621.61142639,3097.54931319,4782.78398206,604.033871987
103,103,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3032.0126228,5240.9957705,1679.99160703,5239.2735618,1515.80671283,908.10382788,2088.3329209,201.48297729,7148.7142091,2787.2857905,2619.9920426,1638.18286946,785.90024622,84.219276333,1204.5542671,5511.836511,3504.1481285,2025.3683485,4225.2981704,1697.41664218,13.159823882,9965,3644.40220048,3221.89925402,6282.39980862,486.733661588,6377.56934312,3028.69699658,3088.86644559,5631.26569247,389.546818922
104,104,Maspeth,5380.93375835,8063.25815442,2550.8080877,6064.40995642,2718.04566936,2145.99295383,4661.06805664,405.483363124,10566.0887947,5411.9112058,3889.60861797,2601.05884562,1166.08631016,130.612288286,2393.04062334,5861.92982655,8538.79556477,3441.94356139,4363.77660724,3206.79127637,49.365428247,16051,7595.78003943,6222.2033753,9421.38268165,933.405014865,7753.96996769,7094.62501696,4124.17508052,9895.92807323,977.833366487
105,105,Melrose South-Mott Haven North,2214.8766895,3052.6624461,910.46086455,1159.11897556,1631.60649341,439.88601685,2813.8576329,133.530880988,4028.5061643,2136.4938363,1398.87640689,782.0851612,342.36975323,45.057500595,1451.56704961,1322.5126538,4274.1444657,1239.25207195,1204.21367763,1138.94268301,11.146049385,6192,3643.84466304,2243.91744034,2578.71576993,629.153746249,3545.25325929,1717.59299483,2507.61481777,3179.19993161,382.502573156
106,106,Middle Village,2356.54401521,3796.74836502,1271.70761999,3101.73704376,1177.89149719,995.526135285,1946.14412593,203.701198007,4973.36361821,2441.63638173,1827.42349834,1270.22610281,576.841030433,61.926185963,943.095643603,3121.68942546,3575.51278265,1669.72988865,2191.63295952,1500.58263944,18.793864671,7483,3231.3549896,2823.4040633,4659.59242892,362.223676792,3629.85359915,3363.92272394,1673.74128666,4789.80945093,401.471212037
107,107,Midtown-Midtown South,385699.790338,553540.794,181360.415655,518574.74955,177482.105553,135095.885138,260237.326094,29210.9336621,653673.00765,466232.992361,206168.88502,251670.658528,131603.472286,19348.2987843,184574.976276,391070.191056,606356.24185,227271.788267,298325.866906,235081.28993,3955.0920329,1121413,540741.277125,458147.380826,1034682.38892,65452.5223934,489485.354536,541268.123117,289760.713312,567482.638255,103848.442825
108,108,Midwood,10033.7348518,15091.1493165,5314.11583163,13762.1652493,6840.27275738,3472.54791308,5789.38282095,574.631258237,20423.1338025,9983.86619804,7346.38433732,5087.47180808,2358.46160582,274.475698441,5327.90778285,9874.01983559,17642.906029,6452.12361236,6921.76902658,5848.29235957,73.801987963,30481,15576.1874571,11235.1438687,14959.7095635,1751.44964438,12570.2136399,15569.336718,9410.30051117,18418.4006622,1989.28340068
109,109,Morningside Heights,26500.4977509,33995.9651783,11375.5370688,31071.9865696,11775.0904511,7769.01084214,19307.2606049,1948.65153928,39815.1710823,31996.828918,11548.2687693,15342.4967892,9308.56958619,2072.07534919,14668.1835604,20535.4966609,43526.0967697,14128.3931642,15310.8269562,14902.4882879,243.343271634,71956,36686.3939629,29565.5507339,62801.5003391,4855.54912416,30040.2773988,35381.1734776,20198.2723372,35721.6480606,7026.02778316
110,110,Morrisania-Melrose,2436.82401058,3477.98391524,1035.19207411,1328.0699234,1942.30499304,482.302315028,3041.13878353,156.183985493,4558.94483821,2378.05516182,1574.44406241,916.20826719,407.5020911,53.442674047,1519.58882671,1623.69336136,4666.60112527,1399.75283129,1449.99438727,1289.80595842,11.286818877,6968,3909.95071763,2559.91789417,3044.82301739,721.756150545,4017.62797027,1851.61587911,2668.85977371,3677.40529259,417.548763561
111,111,Mott Haven-Port Morris,15053.7949512,21141.7317101,6390.47333897,9281.98274729,10962.0945117,3224.77719989,18192.1224453,925.023094813,27549.324374,14976.675623,9550.07381019,5844.7193373,2628.40613832,342.402939386,9373.18216296,10131.550646,28403.6536599,8619.32847475,8792.69233744,8050.78641022,82.644100573,42663,24329.9664478,15787.0767363,19955.0331237,4240.70185519,23163.5057153,12938.792432,16340.0648963,22269.5729302,2683.08991592
112,112,Mount Hope,3664.49258955,5257.12209235,1560.38531772,1986.0120385,2914.8232107,647.104494486,4709.54921591,224.511039153,6874.60045325,3593.39954631,2360.94365034,1370.29326743,630.383460794,84.278473367,2224.19869058,2457.70056248,7061.46282148,2096.91515187,2269.7977863,1926.62689992,17.060869404,10488,5956.15979906,3879.69346822,4593.88440281,1183.45773436,6080.46681578,2628.07545037,3906.34248789,5740.93799551,638.355507496
113,113,Murray Hill,3532.01001858,6094.63661158,2109.35337043,3728.27871455,1773.59707636,3131.15199147,2721.98065365,380.991563962,8213.21338707,3508.78661264,2778.12818506,2060.8967035,924.607820535,106.834784087,1403.39218292,5230.30241041,5440.96741937,2456.61877074,3858.50443909,2158.99973374,18.025301986,11776,4937.84926876,4272.74409473,6798.98928798,566.871401788,5778.17927138,5303.94932735,2564.81443548,7408.99324531,612.525404323
114,114,Murray Hill-Kips Bay,71438.795142,101549.059005,33431.1458363,90503.768954,36207.687836,25380.9667245,48909.400589,5417.1759123,121938.99164,84329.008361,39351.266579,44474.1716428,22893.9891353,3363.94946863,33903.5257487,71232.188694,113006.537262,42288.871424,54005.296961,42706.080152,698.51412361,206632,99189.6680355,84791.1558939,181184.457792,12325.4340915,92359.327983,96361.2379326,54675.7919551,106800.792129,18541.1781503
115,115,New Brighton-Silver Lake,3164.0049079,5611.2238013,1800.7712912,5892.7882873,1383.31539232,981.12363723,2114.26052173,204.512161357,7516.4213525,3054.5786474,2776.20473232,1794.94516242,891.99880049,91.220886426,1225.15905352,5875.6741311,3706.10535,2398.34626476,4283.8315301,1817.96005984,12.473068444,10592,3749.11717928,3383.95890212,7102.50265454,393.375908284,6497.08658917,3635.53750214,3166.68593368,6192.89420327,402.021593011
116,116,New Dorp-Midland Beach,2860.5001542,5176.3363082,1759.1635365,5857.1023935,1061.91739174,890.96220521,1818.9837598,167.03424985,7052.0985741,2732.9014254,2632.6640011,1619.9679445,788.14785837,81.330192059,1052.76110147,5606.4728021,3332.1093222,2134.8660739,3997.5239113,1698.0513837,11.227273443,9800,3549.24608973,3107.51451594,6322.81853305,421.619941238,5768.52946243,3546.85059562,2784.47000987,5845.9514372,364.812189403
117,117,New Springville-Bloomfield-Travis,7028.20909046,12395.7321591,4063.05874995,12921.4525158,3338.63213399,2158.44602883,4615.85962839,452.609693021,16957.1994628,6517.80053759,6204.64808004,3927.10720322,1916.5345583,199.762195229,2663.06536088,13364.1811667,8069.63333216,4971.72335999,9921.85537865,4025.11507537,27.162483294,23499,8377.48488782,7510.0156732,15352.7453862,1022.82568373,14563.0193659,7758.15495178,6998.77686141,13515.4144859,903.087805463
118,118,North Corona,1830.61668692,2593.1997404,782.18357297,1228.584191,859.8281731,914.10275401,2062.1201709,141.364711066,3557.9727896,1638.02721039,1240.28001445,769.08278544,339.18780636,40.441557565,720.88112491,1721.993213,2997.9191672,1173.93378967,1243.40877688,1064.04109655,13.901015866,5229,2503.7543118,1996.57985714,2825.63153281,297.826448053,2619.45365334,2206.71989852,1324.09767943,3158.85921682,320.3158424
119,119,North Riverdale-Fieldston-Riverdale,4372.8905059,6812.0946644,2486.0148293,5070.2768103,2887.9310048,920.94727349,4497.316299,294.52861221,8586.8964679,5047.1035321,2752.5831761,2387.74376292,1362.33541815,239.264548184,2246.8883812,4688.6283288,7571.5718355,2674.4863304,3945.8843594,2572.5798931,26.080942482,13678,6480.08074226,5254.81571021,9045.30203231,1236.09408267,7558.57899111,4513.32692738,4005.12231169,7739.2766005,869.783661605
120,120,North Side-South Side,16160.043483,20316.9522018,6077.00431669,16253.9886437,9951.80650326,4358.2650594,10979.3801057,1010.55968931,26555.6046908,15955.3953088,9384.79432008,7551.09910772,3403.53101993,392.84340602,7634.92926312,11916.2391592,26298.3676962,9217.0086271,8749.82845602,8788.28015222,219.388225919,42667,22464.6773847,17093.6979323,27262.6182936,2473.3859918,18162.9772329,21129.636776,13152.8260335,22955.4043206,3578.23449632
121,121,Norwood,12202.7613173,18732.3056897,6292.93299089,10449.1827951,9960.55157862,2601.20651312,13377.1307014,839.928412743,24087.9832055,13104.0167943,8284.07448836,5725.87980081,2861.80035963,404.126685236,6505.92179368,11756.4165618,21953.0294062,7356.59440848,10223.0583389,6815.15160785,52.65144122,37236,18817.2505222,14355.6741137,20962.9212403,3772.58145386,21798.1318525,10763.2866905,11766.1798577,21333.0999513,2288.64419508
122,122,Oakland Gardens,1292.4603544,2232.6331515,775.90649445,1490.5333516,741.25411708,967.71372909,952.29777278,149.20102964,2989.111767,1304.888233,980.35469081,787.63663492,377.9703623,45.835101973,530.13108063,2053.1114282,1893.9837745,910.87333481,1484.2630786,805.39726306,7.00289675,4309,1785.16408363,1538.73886527,2657.4212098,211.545535458,2184.22782362,1850.22664099,1030.91366713,2585.89052192,208.137839271
